Order ID,Shipping Date,Carrier,Tracking Number,Latitude,Longitude,Shipping Status
ORD-07C086BF,2025-05-15 10:19:40,佐川急便,佐川378151038,35.516878,133.060189,不在票投函
ORD-01757542,2025-04-15 01:03:56,福山通運,福山656191417,43.081093,141.272763,配送準備中
ORD-13887D1F,2024-10-28 03:11:48,日本郵便,日本657107474,33.491561,130.451995,配送遅延
ORD-49DABD21,2024-10-17 09:32:16,ヤマト運輸,ヤマ700945503,35.677943,139.554566,不在票投函
ORD-B339E8DA,2024-11-14 22:12:38,名鉄運輸,名鉄104631660,35.444007,133.130126,配送中
ORD-21102ED8,2024-11-10 01:01:58,久留米運送,久留988182673,35.152784,136.931823,配送準備中
ORD-54E65468,2024-09-22 07:43:53,久留米運送,久留393929986,35.120606,136.875701,配達完了
ORD-0C025AC0,2025-01-04 09:54:19,久留米運送,久留188046504,33.500328,130.333063,配送遅延
ORD-F153A01A,2024-12-08 00:44:24,久留米運送,久留722988978,35.609705,139.567683,配送準備中
ORD-C52D4674,2025-03-16 19:51:48,日本郵便,日本281865455,26.231937,127.764098,配送中
ORD-F15CBD85,2024-12-28 12:37:09,日本通運,日本999285402,26.226835,127.737133,配送遅延
ORD-114D1833,2025-05-13 23:47:42,西濃運輸,西濃457511182,35.48196,133.098439,配達完了
ORD-D5675CA7,2024-12-11 00:47:47,日本郵便,日本563008068,35.622606,139.718448,配達完了
ORD-4B9DC241,2024-12-02 00:41:25,名鉄運輸,名鉄104767902,26.207121,127.585622,配送中
ORD-F5E26C9D,2025-07-08 00:48:59,名鉄運輸,名鉄211792976,26.13356,127.648632,不在票投函
ORD-025B0CF9,2025-08-24 10:24:25,日本通運,日本259366368,43.040445,141.34815,配送遅延
ORD-6BCC7296,2025-05-06 23:32:24,久留米運送,久留496402328,35.37603,133.08553,配送遅延
ORD-ACCEEAEB,2024-10-02 09:04:06,佐川急便,佐川484554082,34.749846,135.430358,配送遅延
ORD-B451D012,2025-08-15 03:57:27,トナミ運輸,トナ148784074,35.768945,139.666976,不在票投函
ORD-167341ED,2025-06-13 16:58:42,福山通運,福山720459151,43.147865,141.26746,不在票投函
ORD-920AD7CC,2025-07-27 03:32:41,日本通運,日本725677313,35.623142,139.609439,配送遅延
ORD-B3B49303,2025-08-23 23:32:27,西濃運輸,西濃605982704,35.220879,136.929334,配送準備中
ORD-E50853E9,2025-07-14 07:42:32,佐川急便,佐川256756635,38.28864,140.854615,配達完了
ORD-292207F4,2024-10-15 21:40:35,西濃運輸,西濃388915172,33.63013,130.498864,不在票投函
ORD-7796A8D2,2025-07-11 23:14:44,トナミ運輸,トナ775070058,26.127282,127.641648,配送中
ORD-9853502B,2024-12-01 14:21:42,久留米運送,久留840758146,38.302832,140.954024,配送遅延
ORD-9DE4FC16,2025-05-18 15:55:36,日本通運,日本962427380,26.128744,127.695505,不在票投函
ORD-8F0DC453,2025-06-29 06:47:54,第一貨物,第一155419148,35.669746,139.567961,配送準備中
ORD-860B8AE6,2025-06-04 21:24:52,ヤマト運輸,ヤマ349301513,38.205931,140.849723,配送中
ORD-5C40DC69,2025-05-01 20:45:59,久留米運送,久留259500640,34.718803,135.496341,配送中
ORD-AC1C2F57,2025-02-22 21:05:34,ヤマト運輸,ヤマ463363896,34.668271,135.508916,配送遅延
ORD-34EDF980,2025-03-29 21:34:14,トナミ運輸,トナ551470748,33.654005,130.323744,配達完了
ORD-13A1B4BD,2024-12-07 12:41:39,西濃運輸,西濃681936279,26.123694,127.601183,配達完了
ORD-B2A413D3,2025-01-26 11:51:06,日本郵便,日本224432264,34.762516,135.541667,配送遅延
ORD-249F6663,2025-02-11 05:46:51,日本通運,日本756936526,43.083682,141.425792,配送遅延
ORD-19A58A2F,2025-04-15 08:33:12,トナミ運輸,トナ449225671,35.41086,133.045772,配送中
ORD-E9CA8CAB,2025-07-16 01:57:14,トナミ運輸,トナ554243531,43.073943,141.302619,配送準備中
ORD-247D9A91,2024-09-30 14:27:26,第一貨物,第一383318494,35.774443,139.699194,配送準備中
ORD-EAAB58A7,2025-03-06 09:34:50,名鉄運輸,名鉄162377071,34.758855,135.40326,不在票投函
ORD-6E905973,2024-12-06 23:45:39,名鉄運輸,名鉄276766666,35.136241,136.860876,配送中
ORD-5AB9E7EE,2025-08-05 13:00:49,日本通運,日本930068671,43.157265,141.360612,配達完了
ORD-B57970CC,2025-01-08 01:23:13,名鉄運輸,名鉄752679023,36.486002,136.672455,配送遅延
ORD-AD309E17,2025-08-12 14:36:03,日本通運,日本449761287,34.79187,135.521923,配達完了
ORD-3F0B6B0A,2024-12-25 20:22:49,西濃運輸,西濃530254610,35.45531,133.108687,配送中
ORD-0F73C2CB,2024-08-29 14:47:10,日本通運,日本746875453,43.070968,141.365796,配送準備中
ORD-F5F80CBC,2025-06-06 12:01:38,久留米運送,久留392911404,35.681102,139.671958,配送準備中
ORD-E03522E5,2025-05-20 10:15:30,ヤマト運輸,ヤマ547105189,35.408874,133.073245,配送準備中
ORD-AB892732,2025-05-23 18:36:10,名鉄運輸,名鉄853250711,33.528041,130.495996,配送中
ORD-122DA7FE,2025-02-09 14:11:38,トナミ運輸,トナ605343919,35.535591,132.984289,不在票投函
ORD-72AF4D71,2025-04-27 11:08:30,ヤマト運輸,ヤマ918461882,33.631923,130.391091,配送準備中
ORD-1B389EA4,2025-01-06 02:36:54,久留米運送,久留979042711,35.457076,133.081696,不在票投函
ORD-40C8BDF3,2024-09-20 18:26:17,ヤマト運輸,ヤマ653935167,34.605737,135.491783,配送準備中
ORD-8A8460F6,2025-03-13 05:54:48,佐川急便,佐川574177692,35.418869,132.97019,配達完了
ORD-C7F3C71A,2024-11-18 00:08:37,日本郵便,日本990833313,35.684262,139.615932,不在票投函
ORD-8ADE591A,2025-02-01 02:32:36,久留米運送,久留391557702,38.306316,140.911959,配送中
ORD-85AE0F08,2024-11-15 19:54:56,西濃運輸,西濃191369207,36.534764,136.725047,不在票投函
ORD-2FDEE73E,2024-12-05 11:07:09,日本通運,日本374969449,35.536614,133.001753,不在票投函
ORD-3D15A057,2025-06-28 05:35:28,佐川急便,佐川951529675,35.235292,136.888665,配送遅延
ORD-780C381F,2024-12-31 15:48:37,佐川急便,佐川107758300,26.237945,127.738666,配送遅延
ORD-2BE367E2,2025-03-31 02:00:34,トナミ運輸,トナ857030866,33.525567,130.317885,不在票投函
ORD-0470C5EE,2025-03-20 18:59:55,西濃運輸,西濃124565426,26.237898,127.684248,不在票投函
ORD-600425C7,2025-02-24 09:05:35,トナミ運輸,トナ238061292,33.683364,130.33626,配達完了
ORD-E6EB14AD,2025-01-02 20:05:26,名鉄運輸,名鉄222377249,34.723065,135.545647,配送遅延
ORD-5791A85B,2025-05-07 03:57:18,佐川急便,佐川277612627,26.205073,127.5989,配達完了
ORD-6BBB1C76,2024-09-19 08:05:04,佐川急便,佐川685746091,35.666169,139.650873,配達完了
ORD-721D6FB2,2024-10-03 23:03:58,日本郵便,日本382671605,34.378959,132.511938,配送準備中
ORD-61271202,2025-06-08 01:14:32,福山通運,福山807008824,35.242395,136.875642,不在票投函
ORD-B2D46DBA,2025-02-13 00:05:15,日本通運,日本633601405,34.630425,135.453625,配達完了
ORD-BC84C94B,2024-10-14 22:31:02,福山通運,福山956229204,26.226036,127.774844,配達完了
ORD-16804C9C,2025-07-04 21:37:32,久留米運送,久留519774478,34.644553,135.573052,配送遅延
ORD-9F6E282B,2025-02-03 08:15:19,佐川急便,佐川991095452,42.96981,141.422587,配送準備中
ORD-42D27758,2024-08-28 23:05:10,福山通運,福山792428177,43.026452,141.361193,配送中
ORD-0E4EE79F,2025-08-15 10:32:48,日本通運,日本255342109,34.677901,135.451533,配送遅延
ORD-CF65D5D8,2024-11-11 08:37:59,西濃運輸,西濃952718672,35.538931,133.109352,配送準備中
ORD-311B499B,2025-05-07 08:43:12,トナミ運輸,トナ519161284,34.382513,132.495614,配達完了
ORD-A56FBD7F,2024-10-18 17:34:26,福山通運,福山295137526,35.769673,139.598422,配達完了
ORD-90EFCC0D,2025-04-23 07:33:24,久留米運送,久留737508981,26.114211,127.763413,配達完了
ORD-08A5EBD3,2024-10-29 14:00:30,名鉄運輸,名鉄170545804,34.793293,135.457791,配送準備中
ORD-F446CCC2,2025-08-07 05:28:18,第一貨物,第一569936192,36.508657,136.601348,配送準備中
ORD-13B1A1CC,2024-12-09 11:00:55,久留米運送,久留552592565,36.471662,136.577186,配送中
ORD-D057FEF7,2025-04-22 23:39:42,第一貨物,第一228593732,34.368325,132.396563,配送遅延
ORD-72EFDCE1,2024-11-30 20:34:55,西濃運輸,西濃484533880,35.262232,136.806845,不在票投函
ORD-F5B9154B,2025-01-14 01:36:30,第一貨物,第一286187302,34.353962,132.456287,配送中
ORD-0995778D,2025-07-22 16:46:49,トナミ運輸,トナ205858423,33.557493,130.460537,配送中
ORD-D5B40578,2024-10-31 23:12:30,第一貨物,第一105843172,34.728003,135.599805,配送遅延
ORD-D956B915,2025-01-18 23:37:16,西濃運輸,西濃317168023,35.210229,136.988021,配送準備中
ORD-5B5D0008,2024-12-16 22:06:36,日本通運,日本834507269,33.499018,130.467701,不在票投函
ORD-F323B5F8,2025-05-11 07:30:04,福山通運,福山118332443,26.131178,127.764019,配達完了
ORD-8C2316E9,2024-11-20 22:39:43,西濃運輸,西濃221539943,34.661724,135.461304,配送遅延
ORD-7A07A8C5,2025-04-23 07:30:01,日本通運,日本545300601,35.271685,136.994279,配送遅延
ORD-F3B4B1E4,2025-05-12 20:41:14,日本通運,日本307582943,34.74903,135.454028,配送中
ORD-BBD8C49A,2024-08-28 02:40:16,トナミ運輸,トナ408903723,35.373834,133.019524,配送遅延
ORD-E01E92E0,2025-02-19 06:33:53,福山通運,福山490674357,36.555263,136.569226,不在票投函
ORD-82F48265,2024-10-15 00:26:48,久留米運送,久留324668858,35.617698,139.576815,配送準備中
ORD-47DBB233,2024-11-20 01:11:05,名鉄運輸,名鉄865487601,36.471169,136.557225,配送遅延
ORD-BDFDA9EA,2025-05-02 05:30:37,佐川急便,佐川993157853,38.235443,140.821971,配送準備中
ORD-8A83B016,2024-08-31 02:18:43,日本通運,日本207836187,35.102269,136.915829,配送中
ORD-E1D9A367,2025-05-08 21:55:03,ヤマト運輸,ヤマ799453722,34.687532,135.544968,配送遅延
ORD-B728A481,2025-06-22 03:26:45,福山通運,福山848767215,38.2941,140.945956,不在票投函
ORD-63544AC5,2025-08-24 09:42:09,久留米運送,久留910898417,34.315409,132.395626,不在票投函
ORD-15DE7E94,2025-02-02 10:30:57,佐川急便,佐川209970513,26.136968,127.606467,配送中
ORD-E18B022E,2024-10-15 19:51:48,日本通運,日本840843985,26.250792,127.603628,不在票投函
ORD-82778B4F,2024-09-23 11:56:14,トナミ運輸,トナ469914359,35.487924,132.985144,配送準備中
ORD-6BFDC852,2025-01-13 03:40:48,日本郵便,日本298551578,43.159806,141.272713,不在票投函
ORD-24F040D6,2025-05-19 17:07:49,トナミ運輸,トナ513452270,43.009798,141.290341,配送中
ORD-83685ECA,2024-10-07 23:59:06,日本通運,日本190702849,35.468213,133.040932,配送中
ORD-6B74BDAD,2024-12-18 18:37:11,佐川急便,佐川173777553,38.194897,140.967131,配送中
ORD-302DAD71,2025-07-16 09:30:04,ヤマト運輸,ヤマ952048103,35.52993,133.066282,配送準備中
ORD-F3A15EFA,2024-10-18 15:08:34,第一貨物,第一560596385,42.989337,141.373775,配送準備中
ORD-17497733,2025-06-09 06:07:55,佐川急便,佐川635435674,33.505432,130.317259,配送遅延
ORD-B10BB86A,2025-06-02 20:46:04,佐川急便,佐川133160312,43.042672,141.25651,配達完了
ORD-2172C562,2024-10-15 04:20:48,ヤマト運輸,ヤマ434298702,35.411782,133.028013,不在票投函
ORD-ED9DCB9C,2025-08-24 03:30:23,日本通運,日本195505226,35.616247,139.718673,配達完了
ORD-545D85FA,2024-10-18 17:08:44,第一貨物,第一836205669,35.108591,136.961104,配送遅延
ORD-9E66AB32,2025-03-08 19:42:06,久留米運送,久留296130283,35.345332,133.018707,配送中
ORD-22513DD1,2024-08-30 19:13:00,福山通運,福山387611008,36.570659,136.729975,配送準備中
ORD-D32671B7,2025-04-23 07:45:28,トナミ運輸,トナ742708765,34.35668,132.449923,不在票投函
ORD-F749B161,2025-02-04 21:53:23,福山通運,福山329070319,35.414202,133.069824,配送中
ORD-84C96489,2025-05-20 16:20:51,久留米運送,久留207388653,43.048941,141.399413,配送中
ORD-0561FD8B,2025-04-18 08:05:18,福山通運,福山467755423,33.542234,130.354027,配送準備中
ORD-364C0B14,2024-10-20 19:35:08,トナミ運輸,トナ136575319,36.514973,136.717879,配送遅延
ORD-B3A11478,2025-01-28 13:52:44,佐川急便,佐川699165607,35.1105,136.849297,配達完了
ORD-4A7C776E,2025-05-08 15:01:24,福山通運,福山781132518,35.503364,133.006287,配達完了
ORD-15F4BC5B,2025-07-09 17:48:50,福山通運,福山663990766,38.325233,140.848416,配送遅延
ORD-D3CB7E8C,2024-10-03 06:29:16,福山通運,福山423425343,38.184275,140.821895,配送準備中
ORD-8259F54D,2024-10-07 06:50:40,日本通運,日本597645821,35.205628,136.923885,配達完了
ORD-C3958272,2025-05-28 14:32:47,トナミ運輸,トナ870839819,35.67213,139.594183,配送遅延
ORD-F275C894,2025-03-29 07:41:56,福山通運,福山351585129,36.48783,136.637244,配達完了
ORD-18B3F0A9,2025-01-18 12:05:02,トナミ運輸,トナ223762790,35.123812,136.926816,配達完了
ORD-C669EAEE,2025-08-14 08:07:19,日本通運,日本894341957,35.260764,136.951479,配送準備中
ORD-428632BE,2024-12-25 04:41:07,西濃運輸,西濃574046873,35.249273,136.808699,不在票投函
ORD-884BC332,2024-10-22 14:44:16,第一貨物,第一573949708,33.502455,130.425742,不在票投函
ORD-F54560C9,2024-12-09 12:46:15,ヤマト運輸,ヤマ358983186,35.466074,132.993371,不在票投函
ORD-AB503914,2024-09-30 09:10:41,トナミ運輸,トナ272765026,35.719084,139.619032,配送中
ORD-B2D5C783,2025-03-20 03:39:15,佐川急便,佐川976960977,35.361142,133.08246,配送遅延
ORD-2E2DC72F,2025-04-03 02:51:00,名鉄運輸,名鉄269867370,36.64887,136.669486,配送準備中
ORD-B296B4EB,2025-04-08 21:06:52,西濃運輸,西濃876696922,38.170831,140.816646,配送遅延
ORD-E02A7658,2025-06-08 06:15:36,名鉄運輸,名鉄785651634,38.236145,140.842049,不在票投函
ORD-0D98A2AC,2025-05-09 01:10:49,佐川急便,佐川471212964,34.730637,135.455324,配送中
ORD-97FCCBDB,2025-07-04 08:22:00,名鉄運輸,名鉄458274100,34.439212,132.48222,配送中
ORD-C3EE6FE7,2025-04-23 09:00:38,第一貨物,第一858306897,34.470494,132.490283,配送中
ORD-939CEB3C,2024-12-16 12:23:23,西濃運輸,西濃978343959,36.62754,136.748275,配達完了
ORD-F951FA22,2025-03-05 04:14:15,日本通運,日本539734559,38.184857,140.938576,配達完了
ORD-D98E3EFE,2025-03-04 04:22:13,久留米運送,久留585751905,38.20892,140.776395,配達完了
ORD-30DAE2D8,2025-05-27 22:20:36,トナミ運輸,トナ904868404,33.539222,130.354022,配達完了
ORD-17DDCD0E,2024-12-14 07:02:12,日本通運,日本958686602,35.594052,139.681388,配送中
ORD-16F57E7C,2024-09-15 13:53:50,久留米運送,久留837379634,36.591309,136.657157,配送遅延
ORD-ED6AB82A,2025-07-19 13:20:43,西濃運輸,西濃184720708,35.27588,136.998528,配送遅延
ORD-9F894ED8,2025-08-10 05:11:30,ヤマト運輸,ヤマ694503561,35.44778,133.093099,配送準備中
ORD-D1382FA4,2025-02-26 20:31:13,日本郵便,日本801929518,35.111808,136.814516,配達完了
ORD-FAFE78ED,2024-10-06 18:06:36,第一貨物,第一558191030,34.468419,132.473724,配送準備中
ORD-EBC5F00C,2025-03-02 13:32:04,トナミ運輸,トナ669617619,33.629748,130.333481,配送中
ORD-A1FFB22E,2025-04-02 21:45:06,トナミ運輸,トナ581429992,42.976273,141.432955,配送準備中
ORD-C4C3735B,2025-03-11 00:17:32,第一貨物,第一623705688,33.555948,130.472167,配送遅延
ORD-02A47072,2025-08-22 14:20:30,トナミ運輸,トナ298950806,38.301346,140.888938,配送遅延
ORD-77BE0BB8,2025-08-20 22:35:13,佐川急便,佐川251526797,34.637177,135.468783,配送中
ORD-63B9A59D,2025-08-01 15:56:41,佐川急便,佐川273725533,38.212549,140.906314,配送中
ORD-AEEFB8DB,2024-10-16 18:11:01,福山通運,福山517512828,34.401597,132.448302,不在票投函
ORD-DE5FB733,2025-07-09 01:15:09,日本通運,日本566731148,43.022294,141.289006,配送準備中
ORD-E8DEC4EA,2025-03-23 14:33:08,名鉄運輸,名鉄288426549,35.105404,136.930512,配達完了
ORD-FC08EC10,2025-01-12 17:25:28,日本通運,日本910285712,26.148509,127.757148,配達完了
ORD-03C6146C,2025-05-04 07:21:47,日本通運,日本343845254,35.101665,136.968694,配送遅延
ORD-4A97B287,2025-06-06 08:21:18,日本通運,日本987194641,38.231642,140.800226,配送遅延
ORD-3EE844B0,2025-08-11 03:16:57,日本通運,日本114757106,38.3616,140.932679,不在票投函
ORD-EDB9C27B,2025-06-03 03:06:28,第一貨物,第一270702089,35.27856,136.907179,配送遅延
ORD-8F65ECE5,2024-09-05 18:58:48,西濃運輸,西濃722738027,35.240164,136.971871,配送遅延
ORD-F8972437,2024-09-25 07:08:45,トナミ運輸,トナ516762907,36.577599,136.559508,配送準備中
ORD-B5E16871,2024-12-03 03:37:55,日本通運,日本925483430,35.187547,136.863619,配達完了
ORD-EEEC60A8,2024-09-15 05:06:31,西濃運輸,西濃134347886,38.203136,140.811662,不在票投函
ORD-A9C33DB3,2024-09-17 17:26:14,福山通運,福山921807847,34.680134,135.559775,配送中
ORD-BD299232,2025-06-15 00:25:07,第一貨物,第一119178506,26.239997,127.67852,配達完了
ORD-F0B4E77F,2025-03-04 02:55:53,日本郵便,日本131427799,35.75119,139.682058,配達完了
ORD-23A7A901,2025-04-12 12:22:29,日本郵便,日本797752269,35.40246,133.107892,不在票投函
ORD-80C531B3,2025-03-01 02:20:42,久留米運送,久留343516690,35.525643,133.045337,配送遅延
ORD-BE618E8F,2025-01-28 22:23:43,佐川急便,佐川150626624,43.065763,141.36404,配達完了
ORD-78CBB82B,2025-05-15 04:11:56,久留米運送,久留126551874,38.341056,140.803532,配達完了
ORD-014427CD,2024-09-29 17:16:14,第一貨物,第一661259284,43.090797,141.308563,配達完了
ORD-1798DFB1,2025-03-13 00:36:41,佐川急便,佐川379470788,35.712177,139.722208,配送遅延
ORD-3DFB6B9C,2025-04-10 22:58:06,第一貨物,第一974888663,35.49558,133.12002,配送準備中
ORD-B51FDD72,2024-12-07 17:08:22,トナミ運輸,トナ754849124,35.509718,132.97736,配送準備中
ORD-EBE7278C,2024-12-22 12:31:40,西濃運輸,西濃589738128,35.350474,132.963213,配送遅延
ORD-672132D8,2025-03-04 19:56:21,福山通運,福山824023139,35.637831,139.645838,不在票投函
ORD-2D709C77,2024-11-13 16:18:52,西濃運輸,西濃346700083,35.732339,139.688617,配送遅延
ORD-C8A1F07C,2025-06-18 20:23:39,第一貨物,第一931581688,35.363712,132.971095,配達完了
ORD-36D2B517,2025-03-14 23:05:09,久留米運送,久留299686245,36.522296,136.650054,不在票投函
ORD-7345B353,2025-01-18 22:36:42,第一貨物,第一398675681,34.680385,135.450702,不在票投函
ORD-7D9721AB,2025-04-16 14:22:33,トナミ運輸,トナ889184186,34.437964,132.443452,配達完了
ORD-1A8E185E,2025-07-02 11:36:16,トナミ運輸,トナ321165031,26.132666,127.638509,不在票投函
ORD-ADD625A8,2025-05-01 14:53:01,佐川急便,佐川201352457,34.446324,132.429111,配達完了
ORD-A2CCF30B,2024-09-20 18:45:45,福山通運,福山176092810,26.135934,127.683631,配達完了
ORD-0D033795,2025-05-11 00:48:50,名鉄運輸,名鉄276027240,38.249554,140.819004,配送中
ORD-4A69E2EE,2025-05-20 10:05:51,日本通運,日本194278634,35.600712,139.566677,配送中
ORD-D3BBA5A7,2025-07-05 19:55:36,名鉄運輸,名鉄662034762,33.629125,130.458689,配送遅延
ORD-641AE2BE,2024-09-21 19:02:51,佐川急便,佐川389760079,34.604345,135.420249,配送中
ORD-5B39DF76,2024-09-27 02:20:11,佐川急便,佐川794655487,26.274849,127.672683,配送遅延
ORD-CA25ED7E,2025-01-31 20:49:48,日本通運,日本837171431,26.226133,127.598495,配送遅延
ORD-7E1433B7,2025-02-13 17:50:16,福山通運,福山239005272,33.646141,130.312999,配送準備中
ORD-D97044C8,2025-04-06 07:56:28,福山通運,福山445866511,36.492723,136.727768,不在票投函
ORD-E0E9263A,2024-12-22 07:08:21,ヤマト運輸,ヤマ646453351,35.726086,139.55894,配送中
ORD-81A47E10,2025-05-26 16:36:57,名鉄運輸,名鉄791230255,38.257923,140.915851,不在票投函
ORD-E891AFB1,2025-05-28 07:34:16,福山通運,福山275647041,38.223102,140.90477,不在票投函
ORD-8E5C5433,2024-10-09 04:38:07,日本郵便,日本514647993,35.519287,133.076458,配達完了
ORD-00A17184,2025-05-14 09:24:03,トナミ運輸,トナ568551840,35.468871,133.134969,配送準備中
ORD-159CE840,2025-05-12 01:28:55,日本郵便,日本713870450,26.142225,127.73594,配送中
ORD-D5370BAF,2024-10-30 08:25:23,佐川急便,佐川873275574,36.59149,136.75187,配送遅延
ORD-53D25DED,2025-08-11 14:43:51,西濃運輸,西濃323430652,43.115181,141.302228,配送中
ORD-C21C5CE2,2025-03-09 02:09:22,第一貨物,第一486439868,35.685988,139.664215,配送準備中
ORD-DA0CF1F0,2025-06-12 17:21:24,西濃運輸,西濃651470961,38.246077,140.940802,配送遅延
ORD-3583D1C1,2025-05-16 01:47:20,日本郵便,日本698208045,43.0199,141.433573,配送中
ORD-6BBD97EB,2024-10-29 11:46:11,名鉄運輸,名鉄314925351,34.423746,132.487104,配送遅延
ORD-7A2B2647,2024-10-16 22:02:49,福山通運,福山763517375,42.985958,141.421976,配達完了
ORD-F1D9037C,2025-06-13 01:04:49,第一貨物,第一743672253,35.628995,139.641439,配送準備中
ORD-277ECF85,2024-12-04 13:06:28,西濃運輸,西濃626726111,35.377048,133.12939,配送準備中
ORD-6D478B2D,2025-07-21 08:54:02,トナミ運輸,トナ122618506,36.615955,136.729423,配送中
ORD-91733935,2025-06-08 12:23:47,名鉄運輸,名鉄257360335,35.767801,139.553556,配送中
ORD-F01253EA,2024-09-10 09:38:15,第一貨物,第一675884594,35.660449,139.646644,配送遅延
ORD-EA83EF0A,2025-06-17 12:04:31,福山通運,福山553047789,38.294505,140.809906,配送遅延
ORD-786070DC,2024-12-04 17:12:13,日本郵便,日本294329092,35.105689,136.909404,配送準備中
ORD-EF234654,2024-09-21 23:10:01,久留米運送,久留122418306,33.649371,130.36575,配送遅延
ORD-6D94D6AA,2025-05-19 00:02:14,西濃運輸,西濃930632415,35.224879,136.836496,配送中
ORD-E021D1C3,2025-03-27 14:48:37,日本郵便,日本342130904,43.016009,141.300485,不在票投函
ORD-6020B778,2024-09-29 18:27:54,ヤマト運輸,ヤマ653783143,33.601639,130.488524,配送準備中
ORD-2EEBD6CC,2025-02-10 09:47:21,名鉄運輸,名鉄727180683,35.397905,133.138123,配送中
ORD-ABEB9FEA,2025-01-09 19:13:25,日本郵便,日本330440432,33.515781,130.402122,配達完了
ORD-8A5B066C,2025-02-27 13:46:27,トナミ運輸,トナ228270812,35.46044,133.039541,配送準備中
ORD-23FF56E1,2025-03-25 01:29:54,佐川急便,佐川922577760,36.541904,136.585941,配送準備中
ORD-F957CDDE,2025-01-08 13:18:06,西濃運輸,西濃578988604,38.311336,140.905586,配送中
ORD-E9A1ED41,2024-11-27 13:52:31,福山通運,福山470161412,38.333281,140.820871,配送中
ORD-E722BB43,2024-10-04 04:09:31,第一貨物,第一129943503,35.750858,139.748406,配送遅延
ORD-AE1A359D,2025-03-28 14:52:45,久留米運送,久留628733398,43.118654,141.27996,配送中
ORD-AB470BFA,2025-05-21 19:22:23,日本通運,日本758542125,26.152528,127.622876,配達完了
ORD-84746AD4,2024-11-21 20:31:20,日本通運,日本795517927,35.681132,139.706958,不在票投函
ORD-74201277,2025-03-05 22:16:32,福山通運,福山338711733,35.228344,136.956952,配送準備中
ORD-9C7EE445,2024-09-14 17:53:47,ヤマト運輸,ヤマ991989769,36.511205,136.684412,不在票投函
ORD-AAE22140,2025-07-09 19:43:28,西濃運輸,西濃566765932,34.381897,132.427986,配送遅延
ORD-8ACD5729,2024-11-25 17:34:58,久留米運送,久留657067605,26.293363,127.770194,配達完了
ORD-9DA38EF9,2025-02-17 10:31:00,西濃運輸,西濃342972099,33.556879,130.346177,配送中
ORD-E1AF3F48,2025-01-16 02:53:24,久留米運送,久留140022760,35.130829,136.951273,配送遅延
ORD-205C4916,2024-10-22 08:19:15,ヤマト運輸,ヤマ450600219,34.404129,132.413189,不在票投函
ORD-E08A0F27,2025-08-03 15:47:44,佐川急便,佐川757044475,35.174167,136.954271,配送遅延
ORD-16BA020E,2025-07-04 20:10:19,日本郵便,日本897935535,35.668483,139.676697,配送中
ORD-61E03388,2025-03-17 23:00:29,名鉄運輸,名鉄138631813,35.503214,133.021235,配送中
ORD-23FF31CB,2025-07-27 09:25:41,日本郵便,日本909999238,26.177945,127.602368,不在票投函
ORD-2574848E,2025-05-28 07:38:17,西濃運輸,西濃579546386,35.092373,136.901781,配送準備中
ORD-BD55AAE8,2025-01-26 08:47:29,佐川急便,佐川579112219,38.295812,140.835989,不在票投函
ORD-5E43CD3E,2024-12-24 20:26:37,第一貨物,第一415987078,26.161959,127.601576,不在票投函
ORD-53CE41CC,2025-01-28 05:35:56,福山通運,福山419003610,43.102531,141.404802,配送遅延
ORD-624925DE,2025-05-19 21:37:00,ヤマト運輸,ヤマ943413414,26.302239,127.719398,不在票投函
ORD-D92C9DF1,2024-12-08 10:53:27,第一貨物,第一657665123,36.472363,136.560229,配送中
ORD-B09763D8,2024-09-26 01:36:10,久留米運送,久留245544240,33.625302,130.447787,配送準備中
ORD-2B49F5CC,2025-01-13 10:02:00,西濃運輸,西濃340900287,42.988332,141.353588,配送準備中
ORD-F93BC8BF,2025-03-03 11:00:39,日本通運,日本858982980,38.326202,140.77305,配送中
ORD-F8A6949A,2025-07-25 00:32:16,西濃運輸,西濃158811924,33.592311,130.472909,配送準備中
ORD-EEF26B2B,2024-10-31 23:56:01,日本通運,日本389344287,33.511486,130.486018,不在票投函
ORD-98A70E7B,2025-06-20 11:52:41,西濃運輸,西濃217394687,35.267839,136.920839,配送準備中
ORD-4C324A80,2025-08-24 22:48:46,福山通運,福山691449732,36.58729,136.751453,配送遅延
ORD-59C8707E,2025-08-09 00:01:08,久留米運送,久留681018670,26.252754,127.69223,配送遅延
ORD-4CA9BE86,2024-09-23 19:19:21,西濃運輸,西濃248312736,35.209929,136.833235,不在票投函
ORD-090260F9,2025-02-16 00:14:38,ヤマト運輸,ヤマ767798635,35.37235,133.054988,配送遅延
ORD-7B63B9AB,2024-12-13 11:24:51,名鉄運輸,名鉄525314650,33.665245,130.320529,配送準備中
ORD-38CA933E,2025-07-03 05:45:37,日本郵便,日本133531248,43.154451,141.412997,配送遅延
ORD-0D6F480B,2024-12-26 20:28:56,西濃運輸,西濃143283097,33.598969,130.47202,配送遅延
ORD-B5AAB961,2025-03-16 00:59:16,久留米運送,久留910202660,43.073265,141.342835,不在票投函
ORD-B81C2E64,2024-09-03 14:48:00,トナミ運輸,トナ850028447,35.533496,133.100557,配達完了
ORD-A74AD15E,2024-11-09 18:14:40,福山通運,福山729862158,34.6177,135.472512,配送準備中
ORD-51217D5E,2025-03-19 22:35:49,日本通運,日本382096948,35.16957,137.000976,配達完了
