Order ID,Customer ID,Product ID,Product Name,Quantity Ordered,Price,Total Price,Ordered Date
ORD-1BED9247,CUST-9037,PROD-775,コーヒーメーカー,9,$503.33,$4530.0,2025-02-23 06:20:46
ORD-6EBC4F0A,CUST-8697,PROD-587,コーヒーメーカー,3,$446.08,$1338.24,2024-12-16 00:35:27
ORD-B615CC25,CUST-1913,PROD-500,スイッチ,8,$519.79,$4158.35,2024-09-03 03:38:58
ORD-3907427C,CUST-7189,PROD-731,本棚,5,$283.37,$1416.87,2025-08-04 18:44:06
ORD-830CA479,CUST-2006,PROD-128,冷蔵庫,1,$115.35,$115.35,2025-02-25 16:44:39
ORD-8C65B5AD,CUST-7003,PROD-457,冷蔵庫,1,$549.6,$549.6,2025-08-12 14:09:20
ORD-7BB22B46,CUST-6591,PROD-489,マウス,7,$304.92,$2134.44,2024-11-12 00:40:59
ORD-95BDD981,CUST-6855,PROD-521,本棚,1,$581.13,$581.13,2025-01-01 04:04:22
ORD-C75260F3,CUST-5001,PROD-353,ルーター,5,$521.09,$2605.47,2024-09-13 02:42:08
ORD-ED0F39EF,CUST-2391,PROD-804,イヤホン,5,$103.35,$516.77,2025-02-21 20:34:37
ORD-1D5CA80F,CUST-6531,PROD-273,デスクトップPC,9,$288.29,$2594.64,2025-07-12 21:17:56
ORD-C6A63069,CUST-1612,PROD-571,ホッチキス,10,$453.13,$4531.33,2025-04-20 20:47:49
ORD-9BCD7615,CUST-7900,PROD-373,デスクトップPC,8,$517.12,$4136.96,2025-02-13 00:13:41
ORD-DE0B1944,CUST-1364,PROD-424,ペン,10,$344.38,$3443.8,2025-03-09 01:42:42
ORD-F00C0FCC,CUST-6282,PROD-686,マウス,8,$90.76,$726.08,2025-06-30 02:04:45
ORD-F49B659D,CUST-4373,PROD-444,時計,9,$586.5,$5278.5,2025-01-29 13:45:58
ORD-443D1BF3,CUST-6563,PROD-270,洗濯機,5,$320.81,$1604.07,2025-07-12 22:18:52
ORD-579992E9,CUST-8143,PROD-306,時計,2,$471.55,$943.09,2025-05-17 12:41:30
ORD-75082396,CUST-4507,PROD-394,スイッチ,1,$263.13,$263.13,2025-05-30 18:14:02
ORD-E8D657A2,CUST-7586,PROD-923,ケーブル,10,$652.47,$6524.73,2025-01-05 22:00:36
ORD-9F6090AF,CUST-2506,PROD-834,冷蔵庫,2,$520.51,$1041.01,2025-01-18 12:39:44
ORD-CAB5E9E9,CUST-6518,PROD-379,イヤホン,10,$467.38,$4673.8,2025-03-21 07:09:42
ORD-C9C24018,CUST-8786,PROD-537,充電器,6,$70.32,$421.92,2024-11-04 13:41:24
ORD-91F1F8B4,CUST-5945,PROD-616,電源タップ,7,$583.07,$4081.47,2025-03-15 02:08:12
ORD-C429810B,CUST-9846,PROD-420,スピーカー,7,$354.87,$2484.07,2024-09-21 11:33:17
ORD-2D8A72B8,CUST-5116,PROD-739,カレンダー,8,$590.15,$4721.17,2025-02-25 06:21:27
ORD-18D4D423,CUST-9971,PROD-284,デスクトップPC,9,$166.33,$1497.0,2025-05-30 23:00:56
ORD-C85DE055,CUST-9178,PROD-318,定規,5,$560.76,$2803.8,2024-12-05 12:49:16
ORD-6979D8A8,CUST-9728,PROD-928,洗濯機,7,$498.01,$3486.09,2025-08-20 17:52:39
ORD-FE1D75BB,CUST-1981,PROD-634,スピーカー,6,$407.46,$2444.76,2025-04-30 09:08:38
ORD-1E776DF7,CUST-3420,PROD-346,外付けHDD,5,$383.78,$1918.9,2024-10-07 23:06:52
ORD-0587FB41,CUST-7721,PROD-426,イヤホン,4,$363.73,$1454.91,2025-08-15 15:30:17
ORD-BF5C1789,CUST-5373,PROD-943,LANケーブル,3,$227.41,$682.24,2025-01-16 02:19:27
ORD-2218A3B9,CUST-4868,PROD-515,ルーター,2,$134.37,$268.73,2025-06-11 01:24:12
ORD-F036D834,CUST-4144,PROD-128,ルーター,5,$408.92,$2044.6,2024-12-27 03:25:50
ORD-388ACB2D,CUST-8952,PROD-673,ホッチキス,7,$568.62,$3980.34,2025-08-02 11:50:09
ORD-9668531D,CUST-1606,PROD-306,USBメモリ,5,$122.55,$612.73,2025-05-27 12:33:25
ORD-90210D94,CUST-1477,PROD-364,ハブ,9,$157.11,$1413.96,2024-11-06 04:09:03
ORD-E2482A96,CUST-1691,PROD-839,時計,1,$51.67,$51.67,2025-02-27 00:52:32
ORD-05496A2A,CUST-2375,PROD-421,掃除機,5,$58.89,$294.43,2025-02-23 17:51:43
ORD-F689F66C,CUST-7668,PROD-472,キーボード,7,$636.17,$4453.21,2024-09-11 04:57:05
ORD-14B716E3,CUST-3302,PROD-341,モニター,10,$645.13,$6451.27,2024-10-14 14:19:52
ORD-5FD0320F,CUST-9196,PROD-223,手帳,10,$462.31,$4623.07,2024-12-24 22:37:29
ORD-00F12EAE,CUST-5125,PROD-608,キーボード,4,$527.46,$2109.84,2025-02-14 03:48:37
ORD-48646B59,CUST-3003,PROD-891,デスクチェア,6,$513.92,$3083.52,2025-02-08 01:26:00
ORD-3749749D,CUST-7388,PROD-925,ルーター,7,$193.83,$1356.79,2025-04-03 09:28:23
ORD-C7D41AA9,CUST-3363,PROD-209,Webカメラ,4,$243.23,$972.93,2025-03-01 08:38:22
ORD-6EC6E7DA,CUST-8200,PROD-518,スイッチ,10,$52.2,$522.0,2024-12-23 02:17:27
ORD-C5E20F7E,CUST-9034,PROD-646,ファイル,2,$279.88,$559.76,2025-04-05 20:56:40
ORD-E0A03C01,CUST-9941,PROD-533,電卓,4,$246.02,$984.08,2024-10-23 20:47:57
ORD-42C7803B,CUST-3374,PROD-471,電卓,6,$272.61,$1635.68,2025-08-21 07:12:01
ORD-A2D52891,CUST-1345,PROD-760,掃除機,1,$649.47,$649.47,2025-05-21 19:52:31
ORD-C1FD7FD5,CUST-1895,PROD-807,ルーター,5,$486.31,$2431.57,2024-12-12 15:17:33
ORD-367DD82A,CUST-7302,PROD-416,ファイル,2,$470.74,$941.48,2024-12-26 03:44:23
ORD-93F00E59,CUST-4872,PROD-978,はさみ,7,$10.21,$71.45,2025-06-23 05:07:02
ORD-8133AFB6,CUST-7438,PROD-361,電源タップ,2,$664.51,$1329.03,2025-03-07 11:42:07
ORD-E28BA11F,CUST-4857,PROD-404,充電器,3,$386.8,$1160.4,2025-05-10 16:43:56
ORD-BBEA8CCC,CUST-6196,PROD-931,クリアファイル,1,$242.79,$242.79,2024-12-12 20:09:06
ORD-8345D7B8,CUST-2312,PROD-942,時計,8,$647.28,$5178.24,2025-06-18 15:33:47
ORD-CE178E3D,CUST-7765,PROD-961,デスク,7,$91.06,$637.42,2025-01-06 19:09:18
ORD-BEDE8371,CUST-3627,PROD-815,スイッチ,9,$61.32,$551.88,2025-04-27 23:33:14
ORD-2B148907,CUST-6764,PROD-530,掃除機,9,$648.02,$5832.18,2025-08-17 09:34:14
ORD-7AC7F272,CUST-6353,PROD-564,デスクトップPC,1,$563.77,$563.77,2025-03-26 04:24:11
ORD-55004C52,CUST-4010,PROD-745,はさみ,3,$6.02,$18.06,2025-06-11 17:37:53
ORD-BE5EB452,CUST-7564,PROD-304,電源タップ,6,$506.48,$3038.88,2025-05-16 17:36:49
ORD-70E68149,CUST-2347,PROD-213,USBメモリ,4,$454.54,$1818.16,2025-05-03 03:55:50
ORD-028AE37A,CUST-3131,PROD-967,掃除機,7,$282.43,$1976.99,2024-09-04 09:58:15
ORD-4CF0FE5B,CUST-8397,PROD-589,プリンター,5,$154.92,$774.6,2025-02-14 11:12:05
ORD-1AB7AA12,CUST-6367,PROD-918,LANケーブル,4,$77.08,$308.32,2025-08-12 17:30:39
ORD-4294C266,CUST-7791,PROD-476,Webカメラ,7,$333.04,$2331.28,2025-06-06 16:37:50
ORD-DCB398C1,CUST-4677,PROD-121,デスクトップPC,9,$568.78,$5119.02,2025-06-04 05:43:58
ORD-D24F2DC9,CUST-4747,PROD-191,定規,4,$232.08,$928.32,2025-03-23 23:23:43
ORD-C9E54E30,CUST-3764,PROD-150,ノート,10,$378.11,$3781.13,2025-05-15 07:19:57
ORD-54E43520,CUST-5262,PROD-252,キーボード,6,$151.99,$911.92,2025-03-26 02:50:26
ORD-2FF3ADF8,CUST-2922,PROD-114,手帳,7,$399.79,$2798.51,2024-10-26 18:46:29
ORD-67D16402,CUST-9096,PROD-221,ケーブル,4,$169.83,$679.33,2025-04-11 16:20:45
ORD-A5F30B1D,CUST-5361,PROD-394,時計,7,$117.1,$819.7,2025-04-08 07:11:36
ORD-802CEB35,CUST-8066,PROD-976,充電器,10,$191.69,$1916.93,2025-06-27 21:37:02
ORD-56A9402A,CUST-5636,PROD-844,スピーカー,7,$160.94,$1126.58,2024-10-18 12:08:59
ORD-19181CB4,CUST-7693,PROD-911,外付けHDD,1,$256.91,$256.91,2025-04-30 12:00:41
ORD-1CC5EADE,CUST-5289,PROD-341,洗濯機,8,$220.31,$1762.51,2024-09-06 04:58:53
ORD-8165BBE1,CUST-7056,PROD-696,定規,2,$12.35,$24.69,2025-08-05 20:42:06
ORD-ED268079,CUST-8682,PROD-236,デスクチェア,7,$603.51,$4224.59,2024-10-04 17:13:43
ORD-81BF2D73,CUST-4476,PROD-830,ペン,7,$646.55,$4525.83,2024-09-01 14:37:05
ORD-5428C248,CUST-5198,PROD-174,マウス,9,$54.67,$492.0,2024-12-17 21:35:56
ORD-DB451412,CUST-1853,PROD-440,ルーター,8,$312.93,$2503.41,2024-10-19 20:05:05
ORD-31140ECC,CUST-1745,PROD-105,スイッチ,9,$544.79,$4903.14,2025-05-04 01:23:30
ORD-8044E71F,CUST-7241,PROD-409,ノート,6,$118.88,$713.28,2025-01-22 02:14:18
ORD-381F7488,CUST-1673,PROD-694,Webカメラ,5,$151.76,$758.8,2025-06-03 19:20:21
ORD-52746BBE,CUST-9253,PROD-604,デスク,8,$118.6,$948.8,2025-07-26 18:51:08
ORD-543CF43E,CUST-2468,PROD-424,手帳,7,$127.23,$890.63,2025-07-09 10:07:00
ORD-0FEC19C3,CUST-5266,PROD-219,デスクチェア,1,$115.07,$115.07,2025-05-20 13:27:20
ORD-F694539F,CUST-9179,PROD-992,ハブ,6,$379.15,$2274.88,2024-09-17 09:16:14
ORD-460C82F8,CUST-5635,PROD-997,スイッチ,10,$233.81,$2338.07,2024-10-14 23:28:11
ORD-507041B3,CUST-9470,PROD-420,ホッチキス,3,$279.05,$837.16,2024-11-09 04:31:06
ORD-0F038B1F,CUST-9049,PROD-882,外付けHDD,9,$577.79,$5200.14,2024-12-22 00:48:50
ORD-2C5AF92D,CUST-8208,PROD-154,スピーカー,3,$51.01,$153.04,2025-04-23 18:23:40
ORD-E4188E01,CUST-4766,PROD-287,タブレット,8,$230.72,$1845.76,2025-03-04 23:44:59
ORD-C9A11652,CUST-3679,PROD-822,定規,7,$104.71,$732.99,2024-12-17 22:07:26
ORD-AD2D35DA,CUST-9108,PROD-141,はさみ,6,$622.89,$3737.32,2024-10-27 18:06:10
ORD-961FCA62,CUST-8949,PROD-568,時計,2,$632.27,$1264.53,2025-07-23 17:29:53
ORD-0A82E48F,CUST-3425,PROD-226,本棚,2,$181.35,$362.71,2024-12-28 07:45:00
ORD-2EA2B753,CUST-5654,PROD-284,USBメモリ,9,$241.7,$2175.3,2025-01-01 16:13:57
ORD-EB54FE19,CUST-4479,PROD-697,ノートパソコン,9,$502.09,$4518.84,2025-06-02 17:17:02
ORD-9C3E33D4,CUST-3958,PROD-526,イヤホン,4,$438.59,$1754.35,2025-05-15 03:10:42
ORD-E5EF98F6,CUST-2545,PROD-436,デスクトップPC,5,$598.67,$2993.33,2025-04-16 21:07:46
ORD-D6B32403,CUST-2998,PROD-503,ファイル,10,$96.01,$960.13,2025-05-05 01:57:59
ORD-DAC43FAF,CUST-6300,PROD-257,デスクトップPC,2,$405.49,$810.97,2025-04-04 18:48:37
ORD-A1C9EB36,CUST-8861,PROD-564,ハブ,10,$578.31,$5783.07,2024-11-03 16:48:04
ORD-D44448C8,CUST-1095,PROD-437,タブレット,10,$399.25,$3992.53,2024-11-23 10:46:21
ORD-9E643D0F,CUST-6323,PROD-849,電子レンジ,3,$188.03,$564.08,2025-03-16 20:37:34
ORD-B5947BF0,CUST-1797,PROD-920,LANケーブル,6,$51.86,$311.16,2024-11-15 13:37:11
ORD-1358A153,CUST-2158,PROD-660,掃除機,7,$84.2,$589.4,2025-08-14 20:31:43
ORD-7A82AA37,CUST-7534,PROD-361,Webカメラ,4,$351.91,$1407.63,2024-12-12 01:08:32
ORD-6EFEDBE0,CUST-2461,PROD-121,充電器,3,$342.81,$1028.42,2024-12-08 21:55:17
ORD-CC9FCD42,CUST-7592,PROD-391,外付けHDD,2,$264.21,$528.41,2024-11-09 03:57:36
ORD-04FC5A74,CUST-9042,PROD-920,ホッチキス,5,$601.86,$3009.3,2025-05-09 07:57:31
ORD-55448C44,CUST-3151,PROD-467,マウス,6,$451.29,$2707.76,2024-12-19 02:50:57
ORD-6246ADDC,CUST-4274,PROD-601,はさみ,7,$419.65,$2937.53,2024-12-30 16:19:33
ORD-F2A304D4,CUST-5398,PROD-676,掃除機,7,$82.17,$575.17,2025-07-31 13:59:16
ORD-0BA89F5B,CUST-7922,PROD-930,ファイル,10,$166.17,$1661.73,2025-06-11 05:50:33
ORD-A4FE47AE,CUST-8112,PROD-745,ホッチキス,2,$38.67,$77.33,2024-12-03 06:06:23
ORD-6BDB43D0,CUST-9410,PROD-449,定規,4,$569.22,$2276.88,2024-10-09 01:52:24
ORD-E0753480,CUST-3540,PROD-607,手帳,9,$76.71,$690.36,2025-04-29 00:09:11
ORD-24C22F52,CUST-5762,PROD-579,ホッチキス,2,$420.67,$841.35,2025-01-10 22:11:23
ORD-59965012,CUST-5921,PROD-252,プリンター,5,$220.61,$1103.03,2025-08-17 11:51:49
ORD-F3F745E2,CUST-9570,PROD-537,LANケーブル,10,$45.03,$450.33,2025-06-19 14:31:36
ORD-ECAFB988,CUST-2253,PROD-146,カレンダー,2,$449.55,$899.09,2025-08-08 04:38:39
ORD-E712FA7A,CUST-7961,PROD-522,マウス,8,$580.79,$4646.35,2025-06-14 14:18:19
ORD-931864BB,CUST-5151,PROD-463,スイッチ,10,$74.78,$747.8,2024-12-09 10:34:32
ORD-ED13C2C6,CUST-9248,PROD-116,モニター,8,$160.23,$1281.81,2024-12-08 09:55:12
ORD-2DFDE6AB,CUST-3985,PROD-963,ノート,1,$76.11,$76.11,2025-05-12 15:55:10
ORD-8F40F28C,CUST-7819,PROD-997,電源タップ,6,$516.44,$3098.64,2024-12-29 19:00:46
ORD-CF35FAD3,CUST-8454,PROD-875,はさみ,10,$234.95,$2349.53,2025-02-02 17:46:44
ORD-C04E7E59,CUST-6592,PROD-992,Webカメラ,4,$165.06,$660.24,2024-11-27 01:28:33
ORD-810BF050,CUST-2281,PROD-864,掃除機,5,$591.77,$2958.83,2025-02-16 02:25:04
ORD-02EADCEF,CUST-2742,PROD-544,付箋,1,$8.44,$8.44,2024-11-07 06:26:50
ORD-27E96F88,CUST-7470,PROD-219,ノートパソコン,3,$576.38,$1729.14,2025-03-09 18:11:53
ORD-658A48F4,CUST-8817,PROD-571,ノート,10,$637.64,$6376.4,2025-07-31 08:04:42
ORD-F1E8D23F,CUST-8974,PROD-410,洗濯機,10,$318.54,$3185.4,2025-05-06 02:56:01
ORD-7F160514,CUST-7471,PROD-923,電源タップ,2,$112.63,$225.27,2024-10-14 16:23:52
ORD-5954947E,CUST-3213,PROD-114,スピーカー,2,$17.21,$34.43,2025-04-06 19:44:09
ORD-AC738C8C,CUST-4083,PROD-979,デスクトップPC,4,$423.73,$1694.93,2025-03-27 07:43:57
ORD-C69C209D,CUST-3378,PROD-765,ルーター,7,$550.39,$3852.71,2024-11-21 23:17:41
ORD-AE9F1E8F,CUST-9824,PROD-295,キーボード,5,$408.28,$2041.4,2025-04-26 12:51:03
ORD-19AA93FC,CUST-3427,PROD-585,ホッチキス,1,$105.09,$105.09,2025-03-07 00:21:35
ORD-B91AD12E,CUST-3721,PROD-256,はさみ,8,$415.33,$3322.61,2025-04-14 22:15:54
ORD-150BA560,CUST-1321,PROD-980,はさみ,10,$215.34,$2153.4,2024-09-13 19:44:37
ORD-17BE1F34,CUST-4298,PROD-401,電子レンジ,7,$47.83,$334.79,2025-01-23 03:46:55
ORD-A00C293F,CUST-6469,PROD-108,マウス,7,$366.56,$2565.92,2025-05-13 20:01:16
ORD-40FBC32B,CUST-9121,PROD-854,冷蔵庫,10,$642.15,$6421.53,2024-10-01 07:32:30
ORD-1A6AAED8,CUST-5764,PROD-137,時計,7,$428.09,$2996.65,2025-06-02 06:35:37
ORD-4DDEEC7B,CUST-9410,PROD-705,洗濯機,8,$205.97,$1647.79,2024-08-27 14:26:47
ORD-12E0519B,CUST-1994,PROD-640,デスクトップPC,7,$507.0,$3549.0,2025-03-14 01:03:41
ORD-917C6AF8,CUST-6174,PROD-666,イヤホン,5,$569.83,$2849.13,2025-07-29 21:47:46
ORD-83CAE139,CUST-7834,PROD-584,モニター,8,$547.45,$4379.63,2025-01-20 19:55:29
ORD-2F0A67A5,CUST-6681,PROD-559,ホッチキス,1,$144.31,$144.31,2025-08-01 01:37:18
ORD-50070015,CUST-5718,PROD-843,スピーカー,8,$303.79,$2430.29,2025-07-11 10:52:49
ORD-EE952178,CUST-8178,PROD-337,カレンダー,4,$516.83,$2067.33,2025-02-15 12:10:17
ORD-FBB3FAAB,CUST-6556,PROD-716,定規,3,$259.7,$779.1,2024-11-06 07:37:43
ORD-27C6D3C5,CUST-7395,PROD-526,ファイル,8,$144.91,$1159.31,2025-08-11 13:56:03
ORD-6D501D31,CUST-4394,PROD-389,キーボード,8,$116.13,$929.07,2024-12-20 14:54:08
ORD-C97C05A9,CUST-3839,PROD-304,USBメモリ,10,$433.41,$4334.07,2025-04-17 19:44:44
ORD-0E0BEB64,CUST-2653,PROD-912,クリアファイル,8,$268.67,$2149.33,2025-07-22 04:55:07
ORD-1664314A,CUST-4845,PROD-314,コーヒーメーカー,1,$19.17,$19.17,2024-09-27 06:42:36
ORD-47B77809,CUST-6878,PROD-367,本棚,3,$156.0,$468.0,2025-03-22 16:48:37
ORD-6AD2521B,CUST-9248,PROD-132,イヤホン,6,$379.61,$2277.68,2025-03-08 12:16:18
ORD-2E6380AA,CUST-2867,PROD-732,ケーブル,2,$494.4,$988.8,2025-05-15 22:20:14
ORD-08B94CC8,CUST-4671,PROD-598,スイッチ,6,$313.75,$1882.48,2025-08-01 15:55:30
ORD-CA91070F,CUST-1764,PROD-888,コーヒーメーカー,5,$135.43,$677.17,2025-07-24 03:09:22
ORD-90537874,CUST-9444,PROD-718,マウス,1,$385.91,$385.91,2024-10-28 10:32:50
ORD-6AB7670A,CUST-8489,PROD-961,モニター,2,$536.85,$1073.71,2025-07-12 20:28:24
ORD-A7C259FF,CUST-2669,PROD-943,コーヒーメーカー,1,$446.62,$446.62,2024-10-28 16:52:17
ORD-B9C40EEA,CUST-2727,PROD-271,モニター,4,$319.33,$1277.33,2025-07-26 11:06:39
ORD-27227AA2,CUST-3572,PROD-845,LANケーブル,8,$445.39,$3563.09,2025-08-23 16:28:27
ORD-1D286976,CUST-9165,PROD-850,マウス,3,$568.77,$1706.3,2025-01-17 05:19:33
ORD-506CB801,CUST-6959,PROD-442,プリンター,2,$179.75,$359.49,2025-02-22 00:51:18
ORD-8EA80B01,CUST-8194,PROD-525,ノートパソコン,4,$417.23,$1668.91,2025-08-01 15:23:43
ORD-A6CB96FF,CUST-6592,PROD-393,カレンダー,3,$77.81,$233.42,2025-08-10 22:21:40
ORD-9F73C3CA,CUST-5358,PROD-481,クリアファイル,6,$553.35,$3320.08,2025-07-28 19:03:51
ORD-0090F344,CUST-5021,PROD-255,手帳,7,$202.72,$1419.04,2025-07-10 20:24:34
ORD-B8849B1D,CUST-3260,PROD-921,ホッチキス,7,$360.99,$2526.91,2024-08-29 02:08:21
ORD-22119633,CUST-8516,PROD-972,手帳,6,$29.34,$176.04,2025-03-20 10:53:46
ORD-8C4A57D9,CUST-8251,PROD-249,ノートパソコン,9,$64.13,$577.2,2024-10-03 18:33:36
ORD-370B674C,CUST-2389,PROD-446,デスクチェア,7,$146.92,$1028.44,2025-08-18 12:36:57
ORD-F0BD0E62,CUST-8111,PROD-162,ノート,1,$580.2,$580.2,2024-12-07 07:06:43
ORD-4FBA2B6A,CUST-3473,PROD-688,スマートフォン,9,$261.74,$2355.66,2025-08-20 17:57:15
ORD-53F483AB,CUST-7869,PROD-511,コーヒーメーカー,5,$633.83,$3169.17,2025-03-11 11:27:15
ORD-D7AE94EE,CUST-6139,PROD-452,ノートパソコン,5,$464.52,$2322.6,2025-02-21 12:00:01
ORD-FAE8E9A6,CUST-3406,PROD-817,ノート,8,$565.96,$4527.68,2025-08-02 08:26:45
ORD-68FC37F6,CUST-4360,PROD-657,洗濯機,10,$573.09,$5730.87,2025-07-01 12:02:21
ORD-3FEE9B72,CUST-8244,PROD-814,本棚,7,$175.73,$1230.09,2025-02-12 01:48:38
ORD-7C6748F8,CUST-5940,PROD-186,タブレット,9,$295.61,$2660.52,2024-11-03 21:34:54
ORD-5F92094B,CUST-7389,PROD-842,プリンター,9,$475.88,$4282.92,2024-10-05 17:15:48
ORD-07D65D99,CUST-5651,PROD-318,キーボード,9,$485.49,$4369.38,2024-10-23 20:43:52
ORD-074DEEE5,CUST-6115,PROD-633,デスク,3,$23.79,$71.38,2025-02-08 18:15:29
ORD-270C810B,CUST-1456,PROD-915,付箋,10,$229.38,$2293.8,2024-11-27 08:38:50
ORD-7BD36D42,CUST-4954,PROD-952,電源タップ,7,$444.85,$3113.93,2024-11-01 11:48:59
ORD-28A15F4C,CUST-2809,PROD-849,スマートフォン,6,$230.31,$1381.84,2025-05-20 20:16:31
ORD-EC321F8E,CUST-9314,PROD-462,モニター,1,$664.42,$664.42,2025-06-09 13:19:39
ORD-27A4AADD,CUST-3043,PROD-559,電源タップ,10,$647.21,$6472.07,2025-03-20 09:19:05
ORD-6AB02083,CUST-1085,PROD-564,デスク,4,$654.99,$2619.95,2025-05-28 08:48:12
ORD-1C52E841,CUST-9737,PROD-964,掃除機,4,$309.46,$1237.84,2024-10-28 14:18:17
ORD-D197A4E7,CUST-5902,PROD-391,電子レンジ,3,$627.54,$1882.62,2025-07-03 08:28:38
ORD-31CA0ACE,CUST-7187,PROD-632,ルーター,2,$289.81,$579.61,2025-07-18 05:44:49
ORD-AEA9ECA5,CUST-9461,PROD-696,スピーカー,6,$400.31,$2401.88,2025-06-22 17:45:52
ORD-79A8F838,CUST-2605,PROD-250,ホッチキス,7,$74.93,$524.53,2025-03-01 06:40:23
ORD-E3780909,CUST-2511,PROD-163,ホッチキス,3,$419.49,$1258.46,2024-09-26 06:55:21
ORD-4703E216,CUST-4519,PROD-556,イヤホン,6,$594.75,$3568.48,2025-04-26 07:48:01
ORD-74678E03,CUST-9622,PROD-512,冷蔵庫,9,$456.79,$4111.14,2024-10-31 23:25:47
ORD-93F4E3A2,CUST-7468,PROD-992,スイッチ,10,$439.21,$4392.13,2024-10-15 21:34:00
ORD-2B98331F,CUST-7937,PROD-550,時計,7,$145.63,$1019.39,2024-12-21 12:09:56
ORD-4C0FA24E,CUST-3364,PROD-617,プリンター,8,$624.74,$4997.92,2024-11-24 00:07:14
ORD-46513BDB,CUST-8499,PROD-232,カレンダー,9,$106.49,$958.44,2024-11-28 15:24:05
ORD-E75450B1,CUST-4483,PROD-566,電卓,1,$655.63,$655.63,2024-11-19 10:41:42
ORD-F60A51F0,CUST-3569,PROD-672,ファイル,2,$529.01,$1058.03,2025-05-27 01:59:58
ORD-C0539613,CUST-7694,PROD-212,モニター,6,$502.95,$3017.68,2025-08-07 23:37:46
ORD-BD6ADA13,CUST-5744,PROD-141,手帳,3,$106.21,$318.64,2024-12-13 14:58:48
ORD-ADC24E2A,CUST-7086,PROD-412,ファイル,5,$260.21,$1301.07,2025-05-15 20:16:59
ORD-BAAFD3C9,CUST-8961,PROD-128,外付けHDD,3,$518.55,$1555.66,2024-08-29 21:05:02
ORD-10ED8AD8,CUST-7910,PROD-149,電源タップ,5,$191.71,$958.53,2025-04-20 15:45:33
ORD-920F00AB,CUST-3999,PROD-938,時計,1,$110.22,$110.22,2025-05-04 21:12:28
ORD-CFF8950B,CUST-9970,PROD-457,イヤホン,1,$368.21,$368.21,2024-09-17 07:53:58
ORD-2C0868D4,CUST-8883,PROD-686,電源タップ,10,$398.62,$3986.2,2024-10-07 17:59:37
ORD-715FBB9B,CUST-6534,PROD-900,ペン,8,$632.51,$5060.05,2024-12-15 09:26:29
ORD-A6B3B2D8,CUST-3175,PROD-880,プリンター,9,$559.48,$5035.32,2025-01-20 06:54:03
ORD-3F1619CB,CUST-8551,PROD-879,はさみ,8,$133.51,$1068.11,2025-02-24 15:12:00
ORD-8B97DB3A,CUST-6328,PROD-191,洗濯機,10,$361.27,$3612.67,2025-07-17 12:56:07
ORD-24CDDB07,CUST-7344,PROD-338,ノート,6,$476.06,$2856.36,2025-05-08 19:27:20
ORD-A7F31065,CUST-1750,PROD-786,はさみ,5,$567.74,$2838.7,2024-12-16 21:53:05
ORD-52FEACD0,CUST-2450,PROD-986,USBメモリ,1,$503.15,$503.15,2024-10-07 10:55:31
ORD-833A0A98,CUST-6060,PROD-674,モニター,9,$77.74,$699.66,2025-07-25 04:29:47
ORD-715460B4,CUST-4152,PROD-733,付箋,10,$665.35,$6653.47,2024-12-11 02:37:47
ORD-95F8FA1A,CUST-1866,PROD-683,手帳,4,$659.18,$2636.72,2025-04-06 10:32:57
ORD-AACC8657,CUST-8796,PROD-614,デスクトップPC,2,$578.52,$1157.04,2024-11-13 11:29:19
ORD-770849F6,CUST-9713,PROD-284,デスクトップPC,5,$183.17,$915.83,2024-10-13 08:02:17
ORD-F5639075,CUST-5018,PROD-949,冷蔵庫,8,$77.29,$618.35,2024-10-20 11:24:37
ORD-5FAA7707,CUST-9741,PROD-721,デスクチェア,7,$517.91,$3625.39,2025-05-24 21:23:34
ORD-47E296F8,CUST-1737,PROD-603,デスクトップPC,6,$385.2,$2311.2,2025-04-03 04:55:00
ORD-8A626DE8,CUST-3957,PROD-524,デスクトップPC,9,$280.66,$2525.94,2025-01-24 02:00:31
ORD-CEEE2DC6,CUST-7258,PROD-363,キーボード,2,$90.13,$180.25,2025-03-13 15:17:38
ORD-542636E2,CUST-9876,PROD-272,LANケーブル,3,$162.95,$488.84,2025-02-13 02:20:07
ORD-D82F4A87,CUST-5187,PROD-886,キーボード,3,$271.41,$814.24,2025-03-09 08:56:09
ORD-3DAEFAD6,CUST-7672,PROD-794,USBメモリ,1,$540.27,$540.27,2025-04-24 10:42:37
ORD-997B0F0D,CUST-6329,PROD-285,デスクトップPC,1,$263.75,$263.75,2024-11-13 05:13:31
ORD-13FA8AC9,CUST-7388,PROD-201,デスクチェア,3,$364.06,$1092.18,2024-11-23 19:02:21
ORD-85778ABB,CUST-6311,PROD-364,ペン,2,$48.66,$97.32,2025-05-27 10:35:09
ORD-0F7A805F,CUST-4318,PROD-345,掃除機,10,$209.98,$2099.8,2025-07-09 12:53:21
ORD-7F6DD7FC,CUST-9076,PROD-620,カレンダー,7,$103.89,$727.21,2024-09-24 12:24:01
ORD-4CA33512,CUST-5412,PROD-162,デスクチェア,8,$486.65,$3893.23,2025-02-04 07:58:18
ORD-0D8588F3,CUST-7669,PROD-167,電卓,1,$359.41,$359.41,2025-05-08 21:16:56
ORD-7896AB0B,CUST-4829,PROD-119,ハブ,9,$515.53,$4639.8,2024-09-23 03:29:12
ORD-6FC5EE4E,CUST-2663,PROD-352,コーヒーメーカー,3,$269.51,$808.52,2025-03-19 01:45:33
